ITEM NAME,CATEGORY NAME,SKU,HSN,UNIT NAME,ALERT QTY,BRAND NAME,LOT NUMBER,PRICE BEFORE TAX,TAX NAME,TAX VALUE,TAX TYPE,SALES PRICE,OPENING STOCK,CUSTOM BARCODE,SELLER POINTS,ITEM DESCIPTION,DISCOUNT TYPE,DISCOUNT,MRP
NAIL MAT*10705*,’нѕбн…,2,,1,2,,,9.800000191,Tax 15%,15,Exclusive,14,0,793573600554,0,,,0,
NAIL MAT*10401**,’нѕбн…,2,,1,2,,,6.300000191,Tax 15%,15,Exclusive,8.571000099,0,793573600356,0,,,0,
NAIL MAT*10804**,’нѕбн…,2,,1,2,,,7.699999809,Tax 15%,15,Exclusive,10.47599983,0,793573600592,0,,,0,
NAIL MAT*10101*,’нѕбн…,2,,1,2,,,5.599999905,Tax 15%,15,Exclusive,7.618999958,0,793573600011,0,,,0,
NAIL MAT*10801*,’нѕбн…,2,,1,2,,,6.300000191,Tax 15%,15,Exclusive,9,0,793573600561,0,,,0,
NAIL MAT*10132*,’нѕбн…,2,,1,2,,,8.399999619,Tax 15%,15,Exclusive,12,0,793573600097,0,,,0,
NAIL MAT*10803*,’нѕбн…,2,,1,2,,,8.399999619,Tax 15%,15,Exclusive,11.4289999,0,793573600585,0,,,0,
NAIL MAT*10502*,’нѕбн…,2,,1,2,,,7.699999809,Tax 15%,15,Exclusive,11,0,793573600417,0,,,0,
NAIL MAT*10403*,’нѕбн…,2,,1,2,,,7,Tax 15%,15,Exclusive,9.524000168,0,793573600370,0,,,0,
NAIL MAT*10291*,’нѕбн…,2,,1,2,,,14.69999981,Tax 15%,15,Exclusive,20,0,793573600202,0,,,0,
NAIL MAT*10907*,’нѕбн…,2,,1,2,,,29.39999962,Tax 15%,15,Exclusive,40,0,793573600684,0,,,0,
PIGEON BOTT  GLASS 120 ML,’нѕбн…,9,,1,9,,,23.13999939,Tax 15%,15,Exclusive,30.43499947,0,4902508002929,0,,,0,
PIGEON BOT  GLASS 200ML,’нѕбн…,9,,1,9,,,25.42000008,Tax 15%,15,Exclusive,31.42900085,0,4902508002912,0,,,0,
PIGEON BOT  GLASS 240ML,’нѕбн…,9,,1,9,,,27.31999969,Tax 15%,15,Exclusive,34,0,4902508002905,0,,,0,
PIGEON PLAST BALON 120,’нѕбн…,9,,1,9,,,17,Tax 15%,15,Exclusive,21,0,4902508008150,0,,,0,
PIGEON PLAST ZOO 120,’нѕбн…,9,,1,9,,,17,Tax 15%,15,Exclusive,21,0,4902508008143,0,,,0,
Pigeon Brush,’нѕбн…,9,,1,9,,,14.69999981,Tax 15%,15,Exclusive,19.12999916,0,4902508045506,0,,,0,
PIGEON TEETHER STAR,’нѕбн…,9,,1,9,,,11,Tax 15%,15,Exclusive,14,0,4902508136266,0,,,0,
Pigeon Cotton Swab 100,’нѕбн…,9,,1,9,,,10.75,Tax 15%,15,Exclusive,13.33300018,0,4902508108720,0,,,0,
Pigeon Cotton Swab 200,’нѕбн…,2,,1,2,,,16.25,Tax 15%,15,Exclusive,20,0,4902508108737,0,,,0,
P Gls Juice Feeder 50ml,’нѕбн…,2,,1,2,,,25,Tax 15%,15,Exclusive,30.47599983,0,4902508033084,0,,,0,
PIGON LUC FEDR PLSTC 50ML,’нѕбн…,2,,1,2,,,12.88000011,Tax 15%,15,Exclusive,16,0,4902508033480,0,,,0,
Pigeon Nipple L 2PC,’нѕбн…,9,,1,9,,,11.34000015,Tax 15%,15,Exclusive,14.28600025,0,4902508173414,0,,,0,
PIGON NIBL L.2PK.,’нѕбн…,2,,1,2,,,10,Tax 15%,15,Exclusive,12,0,4902508017565,0,,,0,
PIGN SLCN NIPL.M BOX 1PK,’нѕбн…,2,,1,2,,,6.800000191,Tax 15%,15,Exclusive,7.618999958,0,4902508173476,0,,,0,
PIGN BOTL SPON 120ML,’нѕбн…,2,,1,2,,,15.73999977,Tax 15%,15,Exclusive,20.95199966,0,4902508033282,0,,,0,
PIGN BOTL SPON 240ML,’нѕбн…,2,,10,2,,,17.23999977,Tax 15%,15,Exclusive,24,0,4902508033299,0,,,0,
PIGN WIPES 82PC,’нѕбн…,2,,1,2,,,11.42000008,Tax 15%,15,Exclusive,20,0,4902508105927,0,,,0,
P Nursing Bottle 120ml,’нѕбн…,2,,1,2,,,16.34000015,Tax 15%,15,Exclusive,20.87000084,0,4902508260114,0,,,0,
P Nursing Bottle 200ml,’нѕбн…,2,,1,2,,,17.87999916,Tax 15%,15,Exclusive,23.80999947,0,4902508260091,0,,,0,
P Nursing Bottle 240ml,’нѕбн…,2,,1,2,,,18.14999962,Tax 15%,15,Exclusive,26,0,4902508260060,0,,,0,
PIGN BOTL PRESTLTC+160ML,’нѕбн…,2,,0,2,,,30,Tax 15%,15,Exclusive,37,0,4902508008730,0,,,0,
PIGN BOTL PRESTLTC+240ML,’нѕбн…,2,,1,2,,,26.75,Tax 15%,15,Exclusive,38,0,4902508008747,0,,,0,
PIGN BOTL WHIT 120ML,’нѕбн…,2,,1,2,,,16.34000015,Tax 15%,15,Exclusive,20.87000084,0,4902508260121,0,,,0,
P White Bottel 200ml,’нѕбн…,2,,1,2,,,17.87999916,Tax 15%,15,Exclusive,23.47800064,0,4902508260107,0,,,0,
P White Bottel 240ml,’нѕбн…,2,,1,2,,,18.14999962,Tax 15%,15,Exclusive,22.85700035,0,4902508260077,0,,,0,
PIGN BOTL WHIT HANDL.240ML,’нѕбн…,2,,1,2,,,22.42000008,Tax 15%,15,Exclusive,26.66699982,0,4902508260084,0,,,0,
PIGN BRST PADS 36PK,’нѕбн…,2,,1,2,,,32,Tax 15%,15,Exclusive,40,0,4902508166157,0,,,0,
PIGN BRST PADS 24PK,’нѕбн…,2,,1,2,,,20.5,Tax 15%,15,Exclusive,25,0,4902508166164,0,,,0,
»нћд ЌЁ«÷«  Ћѕм,’нѕбн…,2,,1,2,,,12.5,Tax 15%,15,Exclusive,16,0,4902508168380,0,,,0,
Pigeon Breast Pump,’нѕбн…,9,,1,9,,,30.86000061,Tax 15%,0,Exclusive,38.09500122,0,4902508168038,0,,,0,
PIGN COLING TEETHR,’нѕбн…,2,,1,2,,,11,Tax 15%,15,Exclusive,14.28600025,0,4902508136242,0,,,0,
PIGN COLING TEETHR.,’нѕбн…,2,,1,2,,,11,Tax 15%,15,Exclusive,14,0,4902508136259,0,,,0,
PIGN NIPL PRESTLTC SS,’нѕбн…,2,,1,2,,,13.14999962,Tax 15%,15,Exclusive,18,0,4902508018623,0,,,0,
PIGN NIPL PRESTLTC S,’нѕбн…,2,,1,2,,,13.14999962,Tax 15%,15,Exclusive,18,0,4902508018630,0,,,0,
PIGN NIPL PRESTLTC L 1PC,’нѕбн…,2,,1,2,,,9.607000351,Tax 15%,15,Exclusive,18,0,4902508018654,0,,,0,
PIGN SILCON PCFIR STP-3,’нѕбн…,2,,1,2,,,9.5,Tax 15%,15,Exclusive,11.4289999,0,4902508136815,0,,,0,
PIGN SILCON PCFIR STP-1,’нѕбн…,2,,1,2,,,9.5,Tax 15%,15,Exclusive,11.4289999,0,4902508136884,0,,,0,
PIGN SILCON PCFIR STP-3,’нѕбн…,2,,1,2,,,11,Tax 15%,15,Exclusive,13,0,0003051,0,,,0,
PIGN RUBR PCFIR,’нѕбн…,2,,1,2,,,14,Tax 15%,15,Exclusive,17,0,4902508138536,0,,,0,
DETOL SNTZR FLORL 50ML,’нѕбн…,2,,1,2,,,6.5,Tax 15%,15,Exclusive,9.524000168,0,6295120005170,0,,,0,
PIGN SLCN NIPL.L  BOX 1PK,’нѕбн…,2,,1,2,,,6.369999886,Tax 15%,15,Exclusive,7.618999958,0,4902508173490,0,,,0,
Pigeon Nipple L 3PC,’нѕбн…,9,,1,9,,,17.5,Tax 15%,15,Exclusive,23.47800064,0,4902508173544,0,,,0,
Pigeon Nipple 3PCS,’нѕбн…,9,,1,9,,,16.15999985,Tax 15%,15,Exclusive,20,0,4902508173452,0,,,0,
»нћд Ќбг… 1„3  M  Џб»…,’нѕбн…,2,,1,2,,,16.15999985,Tax 15%,15,Exclusive,23.47800064,0,4902508173520,0,,,0,
»нћд Ќбг… 1„3  S  Џб»…,’нѕбн…,2,,1,2,,,16.47999954,Tax 15%,15,Exclusive,20,0,4902508173513,0,,,0,
PIGN NIPL PRESTLTC.S. 2PC,’нѕбн…,2,,1,2,,,11.5710001,Tax 15%,15,Exclusive,14.28600025,0,4902508173384,0,,,0,
PIGN NIPL PRESTLTC.M. 2PC,’нѕбн…,2,,,2,,,11,Tax 15%,15,Exclusive,14,0,4902508017558,0,,,0,
PIGN NIPL PRESTLTC.S. 3PC,’нѕбн…,2,,1,2,,,16.47999954,Tax 15%,15,Exclusive,20,0,4902508173421,0,,,0,
PIGN SLCN NIPL.S. BOX 1PK,’нѕбн…,2,,1,2,,,5.989999771,Tax 15%,15,Exclusive,7.618999958,0,4902508173469,0,,,0,
PIGN SLCN CROS.Y. BOX 1PK,’нѕбн…,2,,1,2,,,7,Tax 15%,15,Exclusive,9,0,4902508017695,0,,,0,
PIGN NIPL PRESTLTC.M. 3PC,’нѕбн…,2,,1,2,,,16.47999954,Tax 15%,15,Exclusive,20,0,4902508173438,0,,,0,
LOTUS ADLT M.30.PC,’нѕбн…,2,,1,2,,,68,Tax 15%,15,Exclusive,80,0,6281043352132,0,,,0,
LOTUS ADLT XL.24.PC,’нѕбн…,2,,1,2,,,68,Tax 15%,15,Exclusive,80,0,6281043352347,0,,,0,
LOTUS ADLT L.26.PC,’нѕбн…,2,,1,2,,,68,Tax 15%,15,Exclusive,80,0,6281043352149,0,,,0,
Lotus Maternity 20+6pc,’нѕбн…,2,,1,2,,,13.5,Tax 15%,15,Exclusive,15,0,6281043112064,0,,,0,
LOTUS MATNTY  40.PC,’нѕбн…,2,,1,2,,,20.5,Tax 15%,15,Exclusive,25,0,6281043112002,0,,,0,
LOTUS UNDRPADS,’нѕбн…,2,,1,2,,,38,Tax 15%,15,Exclusive,45,0,6281043342072,0,,,0,
LOTUS TISSUE,’нѕбн…,2,,1,2,,,0.25999999,Tax 15%,15,Exclusive,0.5,0,6281043251084,0,,,0,
EXTRA BLUE,’нѕбн…,2,,1,2,,,9.510000229,Tax 15%,15,Exclusive,12.38099957,0,4009900414210,0,,,0,
JWHR SWET 250MG LEMN,’нѕбн…,2,,1,2,,,3.769999981,Tax 15%,15,Exclusive,7,0,6281105760134,0,,,0,
EXTRA GREEN,’нѕбн…,2,,1,2,,,9.510000229,Tax 15%,15,Exclusive,12.38099957,0,4009900414241,0,,,0,
EXTRA ROSE,’нѕбн…,2,,1,2,,,9.779999733,Tax 15%,15,Exclusive,12.38099957,0,4009900430951,0,,,0,
EXTRA RED,’нѕбн…,2,,1,2,,,9.710000038,Tax 15%,15,Exclusive,12.38099957,0,4009900441247,0,,,0,
EXTRA MINTS,’нѕбн…,2,,1,2,,,4,Tax 15%,15,Exclusive,5,0,4009900464109,0,,,0,
EXTRA 5.STICK WATRMLN,’нѕбн…,2,,1,2,,,4.400000095,Tax 15%,15,Exclusive,5.5,0,42188889,0,,,0,
Wdi.Nhl Sesame Oil,’нѕбн…,5,,1,5,,,14.5,Tax 15%,15,Exclusive,17.39100075,0,6281112205390,0,,,0,
WADI ALNHIL CACTUS OIL,’нѕбн…,2,,1,2,,,18.07999992,Tax 15%,15,Exclusive,20.04599953,0,1400300200046,0,,,0,
Wdi.Nhl Wheat Germ Oil,’нѕбн…,2,,1,2,,,44.33000183,Tax 15%,15,Exclusive,52.38100052,0,1400300200275,0,,,0,
WADI ALNHIL CLOVE OIL,’нѕбн…,2,,1,2,,,28,Tax 15%,15,Exclusive,37,0,6281112010628,0,,,0,
ж«ѕм «бдЌб “н  «бЋжг,’нѕбн…,2,,1,2,,,19.82999992,Tax 15%,15,Exclusive,24.76199913,0,1400300200107,0,,,0,
ж«ѕм «бдЌб “н  «ббж“ «бг— 125г,’нѕбн…,2,,1,2,,,30.32999992,Tax 15%,15,Exclusive,34.78300095,0,1400300200305,0,,,0,
Wdi.Nhl Sweet Alomond Oil,’нѕбн…,2,,Џб»…,2,,,35.58000183,Tax 15%,15,Exclusive,45.21699905,0,1400300200077,0,,,0,
ж«ѕм «бдЌб “н  «бд«—ћнб 125г,’нѕбн…,2,,Џб»…,2,,,21,Tax 15%,15,Exclusive,24.76199913,0,1400300200114,0,,,0,
Castor Oil Mint,’нѕбн…,2,,1,2,,,4.75,Tax 15%,15,Exclusive,8.5,0,6281112205383,0,,,0,
ж«ѕм «бдЌб “н  «бЌ»… «б”жѕ«Ѕ 125г,’нѕбн…,2,,1,2,,,20.42000008,Tax 15%,15,Exclusive,31.42900085,0,1400300200053,0,,,0,
ж«ѕм «бдЌб “н  «б“н жд 125г,’нѕбн…,2,,Џб»…,2,,,12.82999992,Tax 15%,15,Exclusive,17.39100075,0,1400300200251,0,,,0,
WADI ALNHIL MORROW OIL,’нѕбн…,2,,Џб»…,2,,,8.399999619,Tax 15%,15,Exclusive,20,0,1400300200015,0,,,0,
WADI ALNHIL CASTOR OIL,’нѕбн…,2,,1,2,,,4.75,Tax 15%,15,Exclusive,8.696000099,0,6281112603561,0,,,0,
AMIRS DYE BROWN,’нѕбн…,2,,1,2,,,8.199999809,Tax 15%,15,Exclusive,12.17399979,0,8906008400038,0,,,0,
RANI DYE BLACK,’нѕбн…,2,,1,2,,,4.400000095,Tax 15%,15,Exclusive,5.217000008,0,6281104950154,0,,,0,
Ќд« —«дм яжд35 Ќг,’нѕбн…,2,,1,2,,,2.329999924,Tax 15%,15,Exclusive,5,0,6281104950079,0,,,0,
RANI KOHL,’нѕбн…,2,,1,2,,,2.299999952,Tax 15%,15,Exclusive,5,0,6281104950116,0,,,0,
BALSEM JAVI GREEN,’нѕбн…,2,,1,2,,,2.835000038,Tax 15%,0,Exclusive,8,0,8993176121049,0,,,0,
NUBY*67678*,’нѕбн…,2,,1,2,,,24,Tax 15%,15,Exclusive,33,0,048526676781,0,,,0,
NUBY*67660*,’нѕбн…,2,,1,2,,,24,Tax 15%,15,Exclusive,33,0,048526676606,0,,,0,
NUBY*67669*,’нѕбн…,2,,1,2,,,11.5,Tax 15%,15,Exclusive,16,0,048526676699,0,,,0,
NUBY*67622*,’нѕбн…,2,,1,2,,,12.5,Tax 15%,15,Exclusive,17,0,048526676224,0,,,0,
NUBY*67621*,’нѕбн…,2,,1,2,,,12.5,Tax 15%,15,Exclusive,17,0,048526676217,0,,,0,
NUBY*67668*,’нѕбн…,2,,1,2,,,11.5,Tax 15%,15,Exclusive,16.19000053,0,048526676682,0,,,0,
NUBY*67918*,’нѕбн…,2,,1,2,,,12.5,Tax 15%,15,Exclusive,17,0,048526679188,0,,,0,
NUBY*67514*,’нѕбн…,2,,1,2,,,14.5,Tax 15%,15,Exclusive,20,0,048526675142,0,,,0,
NUBY*67537*,’нѕбн…,2,,1,2,,,14.5,Tax 15%,15,Exclusive,20,0,048526675371,0,,,0,
NUBY*67679*,’нѕбн…,2,,1,2,,,11,Tax 15%,15,Exclusive,15,0,048526676798,0,,,0,
NUBY*67940*,’нѕбн…,2,,1,2,,,10,Tax 15%,15,Exclusive,14,0,048526679409,0,,,0,
NUBY*67615*,’нѕбн…,2,,1,2,,,16,Tax 15%,15,Exclusive,22,0,048526676156,0,,,0,
NUBY*67685*,’нѕбн…,2,,1,2,,,16.5,Tax 15%,15,Exclusive,23,0,048526676859,0,,,0,
NUBY*67726*,’нѕбн…,2,,1,2,,,11.19999981,Tax 15%,15,Exclusive,15.23799992,0,048526677269,0,,,0,
NUBY*67907*,’нѕбн…,2,,1,2,,,14.5,Tax 15%,15,Exclusive,20,0,048526679072,0,,,0,
NUBY*67542*,’нѕбн…,2,,1,2,,,14.5,Tax 15%,15,Exclusive,20,0,048526986743,0,,,0,
NUBY*67617*,’нѕбн…,2,,1,2,,,19.5,Tax 15%,15,Exclusive,27,0,048526676170,0,,,0,
NUBY*68002*,’нѕбн…,2,,1,2,,,25.5,Tax 15%,15,Exclusive,35,0,048526680023,0,,,0,
NUBY*68057*,’нѕбн…,2,,1,2,,,26,Tax 15%,15,Exclusive,36,0,048526680573,0,,,0,
NUBY*68056*,’нѕбн…,2,,1,2,,,23,Tax 15%,15,Exclusive,32,0,048526680566,0,,,0,
NUBY*67017*,’нѕбн…,2,,1,2,,,40.5,Tax 15%,15,Exclusive,53,0,048526670178,0,,,0,
NUBY*67016*,’нѕбн…,2,,1,2,,,38,Tax 15%,15,Exclusive,50,0,048526670161,0,,,0,
NUBY*67275*,’нѕбн…,2,,1,2,,,38,Tax 15%,15,Exclusive,50,0,048526672752,0,,,0,
NUBY*67018*,’нѕбн…,2,,1,2,,,43,Tax 15%,15,Exclusive,56,0,048526670185,0,,,0,
NUBY*67652*,’нѕбн…,2,,1,2,,,40,Tax 15%,15,Exclusive,55,0,048526676521,0,,,0,
NUBY*67932*,’нѕбн…,2,,1,2,,,14,Tax 15%,15,Exclusive,20,0,048526679324,0,,,0,
NUBY*67999*,’нѕбн…,2,,1,2,,,10,Tax 15%,15,Exclusive,14,0,048526679997,0,,,0,
NUBY*67658*,’нѕбн…,2,,1,2,,,17.5,Tax 15%,15,Exclusive,24,0,048526676583,0,,,0,
STOR BOTT*5203304*,’нѕбн…,2,,1,2,,,26,Tax 15%,15,Exclusive,36,0,8412497522330,0,,,0,
STOR BOTT *5203302*,’нѕбн…,2,,1,2,,,26,Tax 15%,15,Exclusive,36,0,8412497525331,0,,,0,
STOR SIPPER*5204111*,’нѕбн…,2,,1,2,,,21.60000038,Tax 15%,15,Exclusive,30,0,8412497523412,0,,,0,
STOR BOTT *5203331*,’нѕбн…,2,,1,2,,,26,Tax 15%,15,Exclusive,36,0,8412497527335,0,,,0,
STOR SIPPER*5204101*,’нѕбн…,2,,1,2,,,21.60000038,Tax 15%,15,Exclusive,30,0,8412497520411,0,,,0,
STOR BOTT *5203311*,’нѕбн…,2,,1,2,,,26,Tax 15%,15,Exclusive,36,0,8412497523337,0,,,0,
STOR SIPPER*5204131*,’нѕбн…,2,,1,2,,,21.60000038,Tax 15%,15,Exclusive,30,0,8412497527410,0,,,0,
STOR SIPPER*5204102*,’нѕбн…,2,,1,2,,,21.60000038,Tax 15%,15,Exclusive,30,0,8412497525416,0,,,0,
STOR SIPPER*5204161*,’нѕбн…,2,,1,2,,,21.60000038,Tax 15%,15,Exclusive,30,0,8412497524419,0,,,0,
TRUDEAU 3PCS*381403*,’нѕбн…,2,,1,2,,,25,Tax 15%,15,Exclusive,34,0,063562440486,0,,,0,
TRUDEAU 3PCS*381402*,’нѕбн…,2,,1,2,,,25,Tax 15%,15,Exclusive,34,0,063562581554,0,,,0,
TRUDEAU 3PCS*381411*,’нѕбн…,2,,1,2,,,25,Tax 15%,15,Exclusive,34,0,063562443920,0,,,0,
TRUDEAU 3PCS*381404*,’нѕбн…,2,,1,2,,,25,Tax 15%,15,Exclusive,34,0,063562427814,0,,,0,
TRUDEAU 3PCS*381415*,’нѕбн…,2,,1,2,,,25,Tax 15%,15,Exclusive,34,0,063562586894,0,,,0,
TRUDEAU 3PCS*381461*,’нѕбн…,2,,1,2,,,25,Tax 15%,15,Exclusive,34,0,063562567343,0,,,0,
TRUDEAU *534004*,’нѕбн…,2,,1,2,,,19.60000038,Tax 15%,15,Exclusive,28,0,063562527989,0,,,0,
TRUDEAU *2640014*,’нѕбн…,2,,1,2,,,22,Tax 15%,15,Exclusive,30,0,063562588300,0,,,0,
TRUDEAU *640011*,’нѕбн…,2,,1,2,,,22,Tax 15%,15,Exclusive,30,0,063562530323,0,,,0,
TRUDEAU *640013*,’нѕбн…,2,,1,2,,,22,Tax 15%,15,Exclusive,30,0,063562531818,0,,,0,
TRUDEAU *640061*,’нѕбн…,2,,1,2,,,22,Tax 15%,15,Exclusive,30,0,063562601146,0,,,0,
TRUDEAU *2632004*,’нѕбн…,2,,1,2,,,24,Tax 15%,15,Exclusive,33,0,063562440783,0,,,0,
TRUDEAU *632011*,’нѕбн…,2,,1,2,,,24,Tax 15%,15,Exclusive,33,0,063562527101,0,,,0,
TRUDEAU *534031*,’нѕбн…,2,,1,2,,,19.60000038,Tax 15%,15,Exclusive,28,0,063562534468,0,,,0,
TRUDEAU*2534002*,’нѕбн…,2,,1,2,,,19.60000038,Tax 15%,15,Exclusive,28,0,063562597326,0,,,0,
STOR BOTT*5203301*,’нѕбн…,2,,1,2,,,26,Tax 15%,15,Exclusive,36,0,8412497520336,0,,,0,
STOR BOTT*329061*,’нѕбн…,2,,1,2,,,23.5,Tax 15%,15,Exclusive,32,0,8412497386222,0,,,0,
STOR CANTEEN*329001*,’нѕбн…,2,,1,2,,,23.5,Tax 15%,15,Exclusive,32,0,8412497094226,0,,,0,
STOR CANTEEN*329011*,’нѕбн…,2,,1,2,,,23.5,Tax 15%,15,Exclusive,32,0,8412497366224,0,,,0,
STOR CANTEEN*329004,’нѕбн…,2,,1,2,,,23.5,Tax 15%,15,Exclusive,32,0,8412497096220,0,,,0,
TRUDEAU*2640001*,’нѕбн…,2,,1,2,,,22,Tax 15%,15,Exclusive,30,0,0003154,0,,,0,
MIXAVIT SYRP,’нѕбн…,1,,1,1,,,6.909999847,Tax 15%,0,Exclusive,9.949999809,0,6291100081424,0,,,0,
CEFUZIME 500MG TAB.,’нѕбн…,1,,1,1,,,41.70800018,Tax 15%,0,Exclusive,63.95000076,0,6291100081769,0,,,0,
OLFEN DISP. TAB,’нѕбн…,1,,1,1,,,12.73999977,Tax 15%,0,Exclusive,19.60000038,0,7640153080547,0,,,0,
Mebo 75gm oint,’нѕбн…,1,,1,1,,,80.5,Tax 15%,0,Exclusive,115,0,6291100082223,0,,,0,
CLOPEX  75MG TAB,’нѕбн…,1,,1,1,,,126.875,Tax 15%,0,Exclusive,145.8999939,0,3701700000037,0,,,0,
ZAMUR 500MG TAB,’нѕбн…,1,,1,1,,,31.54400063,Tax 15%,0,Exclusive,37.84999847,0,7640153080882,0,,,0,
DECOZAL NASAL DROPS,’нѕбн…,1,,1,1,,,2.01699996,Tax 15%,0,Exclusive,4.400000095,0,6251151000270,0,,,0,
BETASON TAB,’нѕбн…,1,,1,1,,,4.652999878,Tax 15%,0,Exclusive,6.699999809,0,6291100085651,0,,,0,
CERELAC  WHEAT 400 GM,’нѕбн…,5,,1,5,,,17.13599968,Tax 15%,15,Exclusive,21,0,7613033432675,0,,,0,
д«д 400 ћ —ёг 1,’нѕбн…,5,,1,5,,,27.36000061,Tax 15%,15,Exclusive,29,0,7613032334741,0,,,0,
д«д 800 ћ —ёг 1,’нѕбн…,5,,1,5,,,52.83000183,Tax 15%,15,Exclusive,56,0,7613032457761,0,,,0,
д«д 400 ћ —ёг 2,’нѕбн…,5,,1,5,,,27.36000061,Tax 15%,15,Exclusive,29,0,7613033536182,0,,,0,
Nan 2 800gm,’нѕбн…,5,,1,5,,,66.72000122,Tax 15%,15,Exclusive,71.30000305,0,7613287428424,0,,,0,
Nan 3 400gm,’нѕбн…,5,,1,5,,,32.90000153,Tax 15%,15,Exclusive,33.90999985,0,7613287484246,0,,,0,
д«д 800 ћг —ёг 3,’нѕбн…,5,,1,5,,,52.81999969,Tax 15%,15,Exclusive,56,0,7613032630492,0,,,0,
Cerelac Wheat & Honey 1kg,’нѕбн…,5,,1,5,,,61.02000046,Tax 15%,15,Exclusive,65.22000122,0,7613034981684,0,,,0,
CERELAC WHEAT  DATE 1KG,’нѕбн…,5,,1,5,,,60.29999924,Tax 15%,15,Exclusive,65.22000122,0,7613034981561,0,,,0,
Cerelac Wheat &Fruits 1KG,’нѕбн…,5,,1,5,,,61.02000046,Tax 15%,15,Exclusive,63.47999954,0,7613034981806,0,,,0,
CERELAC WHEAT  DATE 400 GM,’нѕбн…,5,,1,5,,,26.14999962,Tax 15%,15,Exclusive,27.82999992,0,7613034981165,0,,,0,
Cerelac Wheat &Fruits 400gm,’нѕбн…,5,,1,5,,,26.01000023,Tax 15%,15,Exclusive,26.95999908,0,7613034981745,0,,,0,
Cerelac Wheat & Honey 400 GM,’нѕбн…,5,,1,5,,,25.71999931,Tax 15%,15,Exclusive,27.82999992,0,7613034981653,0,,,0,
KIKO#12120#,’нѕбн…,2,,1,2,,,11,Tax 15%,15,Exclusive,20,0,7824718121207,0,,,0,
KIKO#15517#,’нѕбн…,2,,1,2,,,18,Tax 15%,15,Exclusive,28,0,8850217155176,0,,,0,
KIKO#14130#,’нѕбн…,2,,1,2,,,11.60000038,Tax 15%,15,Exclusive,18,0,8850217141308,0,,,0,
KIKO#15516#,’нѕбн…,2,,1,2,,,11.60000038,Tax 15%,15,Exclusive,18,0,8850217155169,0,,,0,
KIKO#11314#,’нѕбн…,2,,1,2,,,20.70000076,Tax 15%,15,Exclusive,32,0,8850217113145,0,,,0,
KIKO#11661#,’нѕбн…,2,,1,2,,,8.399999619,Tax 15%,15,Exclusive,13,0,4711146116611,0,,,0,
KIKO#12132#,’нѕбн…,2,,1,2,,,8.399999619,Tax 15%,15,Exclusive,13,0,7824718121320,0,,,0,
KIKO#12127#,’нѕбн…,2,,1,2,,,10.23900032,Tax 15%,15,Exclusive,14.28600025,0,7824718121276,0,,,0,
KIKO#12115#,’нѕбн…,2,,1,2,,,18,Tax 15%,15,Exclusive,28,0,7824718121153,0,,,0,
KIKO#14105#,’нѕбн…,2,,1,2,,,11.60000038,Tax 15%,15,Exclusive,18,0,8850217014053,0,,,0,
KIKO#14103#,’нѕбн…,2,,1,2,,,8.399999619,Tax 15%,15,Exclusive,12,0,8850217014039,0,,,0,
KIKO#11360#,’нѕбн…,2,,1,2,,,7,Tax 15%,15,Exclusive,14,0,8850217113602,0,,,0,
KIKO#12147#,’нѕбн…,2,,1,2,,,11.60200024,Tax 15%,15,Exclusive,32.38100052,0,6818221214724,0,,,0,
KIKO#12148#,’нѕбн…,2,,1,2,,,11,Tax 15%,15,Exclusive,23.5,0,6818221214823,0,,,0,
KIKO#12149#,’нѕбн…,2,,1,2,,,12,Tax 15%,15,Exclusive,25,0,6818221214939,0,,,0,
KIKO#12144#,’нѕбн…,2,,1,2,,,15.69699955,Tax 15%,15,Exclusive,21.90500069,0,6818221214410,0,,,0,
KIKO#11624#,’нѕбн…,2,,1,2,,,8.399999619,Tax 15%,15,Exclusive,13,0,7111471116244,0,,,0,
KIKO#11623#,’нѕбн…,2,,1,2,,,6.800000191,Tax 15%,15,Exclusive,10.5,0,7111471116237,0,,,0,
Nido 400 gm,’нѕбн…,5,,1,5,,,17.44599915,Tax 15%,15,Exclusive,24.34799957,0,6294003575236,0,,,0,
Nido 900 gm,’нѕбн…,5,,1,5,,,53.47000122,Tax 15%,15,Exclusive,56.52000046,0,6294017106464,0,,,0,
днѕж 1800 ћг —ёг 3,’нѕбн…,5,,1,5,,,86.19000244,Tax 15%,15,Exclusive,91.42900085,0,7616100759330,0,,,0,
«жб«м бж‘д де«—,’нѕбн…,2,,1,2,,,14.48999977,Tax 15%,15,Exclusive,20,0,5011321868281,0,,,0,
Olay Age Defying Day Cr,’нѕбн…,2,,1,2,,,34.04000092,Tax 15%,15,Exclusive,46,0,5000174961256,0,,,0,
OLAY REGNRST CC DARK.,’нѕбн…,2,,1,2,,,72.5,Tax 15%,15,Exclusive,97,0,4015600624439,0,,,0,
OLAY AGE DFYNG NIGHT CR,’нѕбн…,2,,1,2,,,34.04000092,Tax 15%,15,Exclusive,46,0,5000174961317,0,,,0,
OLAY EYE MKUP REMVR,’нѕбн…,2,,1,2,,,19.34399986,Tax 15%,15,Exclusive,26,0,5000174441994,0,,,0,
OLAY TOTSL EFCT 2*1,’нѕбн…,2,,1,2,,,47,Tax 15%,15,Exclusive,61,0,0003202,0,,,0,
